Customer ID,Gender,Age,Married,Number of Dependents,City,Zip Code,Latitude,Longitude,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Customer Status,Churn Category,Churn Reason
0323-XWWTN,Male,44,No,1,San Lucas,93954,36.125529,-120.864443,0,3,,Yes,33.87,Yes,No,,,,,,,,,,,Two Year,Yes,Credit Card,26.4,121.25,0.0,0,101.61,222.86,Joined,,
2111-DWYHN,Male,31,No,0,Aptos,95003,37.013471,-121.877877,0,1,,Yes,18.81,No,No,,,,,,,,,,,Month-to-Month,No,Credit Card,21.1,21.1,0.0,0,18.81,39.91,Joined,,
9488-HGMJH,Female,78,No,0,Indian Wells,92210,33.537646,-116.291089,0,1,Offer E,Yes,24.75,No,Yes,Fiber Optic,22.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,71.15,71.15,0.0,20,24.75,115.9,Churned,Competitor,Competitor made better offer
6218-KNUBD,Male,58,No,0,Lodi,95242,38.128087,-121.4078,0,6,,Yes,10.88,No,Yes,Cable,8.0,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,59.45,357.6,0.0,0,65.28,422.88,Stayed,,
0909-SDHNU,Female,33,No,2,Los Angeles,90036,34.070291,-118.349191,0,7,,No,,,Yes,Cable,19.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,29.8,201.95,0.0,0,0.0,201.95,Stayed,,
7005-CCBKV,Male,53,No,0,Thornton,95686,38.157794,-121.520223,0,6,,Yes,21.97,No,Yes,Fiber Optic,9.0,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,84.4,556.35,0.0,0,131.82,688.17,Churned,Dissatisfaction,Service dissatisfaction
2220-IAHLS,Female,49,No,0,Modesto,95356,37.716186,-121.025836,0,1,,Yes,2.85,No,No,,,,,,,,,,,Month-to-Month,No,Credit Card,19.4,19.4,0.0,0,2.85,22.25,Joined,,
9412-GHEEC,Male,55,No,0,Murrieta,92563,33.581045,-117.14719,0,40,,Yes,35.58,Yes,Yes,Fiber Optic,8.0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,104.8,4131.95,0.0,0,1423.2,5555.15,Churned,Competitor,Competitor had better devices
4560-WQAQW,Female,62,No,0,Mount Laguna,91948,32.830852,-116.444601,0,59,Offer B,Yes,28.32,Yes,Yes,DSL,9.0,Yes,No,No,Yes,No,Yes,Yes,No,One Year,No,Bank Withdrawal,68.7,4070.95,0.0,150,1670.88,5891.83,Stayed,,
7493-TPUWZ,Male,64,No,0,Diamond Springs,95619,38.683605,-120.811852,0,1,,Yes,24.48,Yes,Yes,Fiber Optic,24.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.15,79.15,0.0,0,24.48,103.63,Churned,Competitor,Competitor had better devices
0697-ZMSWS,Male,19,No,0,Los Angeles,90023,34.017697,-118.200577,0,4,,Yes,6.91,Yes,Yes,Fiber Optic,53.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85.65,338.9,0.0,0,27.64,366.54,Churned,Dissatisfaction,Limited range of services
4698-KVLLG,Female,66,No,0,San Quentin,94964,37.942551,-122.491642,0,51,,Yes,47.46,No,No,,,,,,,,,,,Two Year,No,Credit Card,19.6,967.9,0.0,0,2420.46,3388.36,Stayed,,
2863-IMQDR,Female,52,No,0,San Diego,92130,32.957195,-117.202542,0,61,,Yes,23.45,Yes,Yes,DSL,8.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,89.65,5308.7,0.0,0,1430.45,6739.15,Stayed,,
7975-JMZNT,Male,19,Yes,0,Columbia,95310,38.085839,-120.37855,1,66,Offer A,Yes,23.27,Yes,Yes,DSL,58.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,91.7,6075.9,0.0,0,1535.82,7611.72,Stayed,,
5572-ZDXHY,Female,25,No,0,Santa Rosa,95409,38.468893,-122.580539,0,22,,Yes,29.07,No,Yes,Fiber Optic,52.0,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Mailed Check,84.3,1855.65,0.0,0,639.54,2495.19,Churned,Competitor,Competitor had better devices
8073-IJDCM,Female,44,No,0,Rescue,95672,38.724322,-120.991237,0,1,Offer E,Yes,26.37,No,No,,,,,,,,,,,Month-to-Month,Yes,Mailed Check,20.3,20.3,0.0,0,26.37,46.67,Churned,Price,Long distance charges
5568-DMXZS,Female,36,No,0,San Diego,92124,32.827238,-117.089287,0,8,Offer E,Yes,37.37,No,Yes,Cable,16.0,No,Yes,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,65.45,554.45,0.0,0,298.96,853.41,Stayed,,
1621-YNCJH,Female,54,Yes,0,Sacramento,95823,38.475465,-121.443625,4,36,,Yes,19.24,Yes,Yes,Fiber Optic,18.0,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Two Year,Yes,Credit Card,106.05,3834.4,0.0,50,692.64,4577.04,Stayed,,
8086-OVPWV,Male,58,No,0,San Diego,92117,32.825086,-117.199424,0,2,,Yes,26.47,No,Yes,Fiber Optic,10.0,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,80.2,181.1,0.0,10,52.94,244.04,Churned,Competitor,Competitor made better offer
0422-OHQHQ,Female,23,Yes,0,Fresno,93722,36.78979,-119.929894,7,15,,Yes,34.63,No,No,,,,,,,,,,,One Year,No,Credit Card,20.55,295.95,0.0,0,519.45,815.4,Stayed,,
0812-WUPTB,Male,65,Yes,0,Corona Del Mar,92625,33.600987,-117.862734,1,1,Offer E,Yes,49.6,No,Yes,Fiber Optic,13.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,70.85,70.85,0.0,0,49.6,120.45,Churned,Price,Long distance charges
6993-YCOBK,Male,48,Yes,3,Sun Valley,91352,34.231053,-118.338307,1,60,,Yes,40.36,Yes,Yes,Fiber Optic,76.0,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,110.6,6586.85,36.38,80,2421.6,9052.07,Stayed,,
9330-IJWIO,Female,54,No,0,Kirkwood,95646,38.631489,-120.015167,0,13,Offer D,Yes,6.78,Yes,Yes,Fiber Optic,26.0,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100.35,1358.85,34.09,0,88.14,1412.9,Churned,Price,Price too high
6139-ZZRBQ,Male,79,No,0,Granite Bay,95746,38.749466,-121.184196,0,64,,Yes,4.99,No,No,,,,,,,,,,,Two Year,Yes,Bank Withdrawal,20.05,1198.05,0.0,0,319.36,1517.41,Stayed,,
7432-FFVAR,Female,23,Yes,3,Victorville,92392,34.486835,-117.362274,2,46,Offer B,Yes,6.26,No,Yes,Fiber Optic,48.0,No,No,Yes,Yes,No,Yes,Yes,No,One Year,No,Bank Withdrawal,90.95,4236.6,0.0,50,287.96,4574.56,Stayed,,
8809-RIHDD,Male,47,Yes,0,Sacramento,95827,38.549185,-121.328386,1,72,,Yes,3.07,Yes,Yes,Fiber Optic,23.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,103.4,7372.65,0.0,0,221.04,7593.69,Churned,Price,Lack of affordable download/upload speed
2809-ZMYOQ,Female,33,No,0,Camptonville,95922,39.432127,-121.099287,0,32,,Yes,41.53,Yes,Yes,Fiber Optic,28.0,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,101.35,3334.9,0.0,0,1328.96,4663.86,Stayed,,
7356-IWLFW,Male,43,Yes,1,Weott,95571,40.310119,-123.909449,1,46,Offer B,Yes,5.52,Yes,Yes,Fiber Optic,16.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.0,3769.7,0.0,0,253.92,4023.62,Stayed,,
7607-QKKTJ,Male,25,Yes,2,Loma Linda,92354,34.049315,-117.255974,6,45,,Yes,33.45,Yes,Yes,Fiber Optic,69.0,No,Yes,Yes,No,No,Yes,Yes,No,One Year,Yes,Credit Card,95.0,4368.85,0.0,60,1505.25,5934.1,Stayed,,
6435-SRWBJ,Female,21,No,0,Los Angeles,90068,34.137411,-118.328915,0,5,Offer E,Yes,29.74,Yes,Yes,Fiber Optic,42.0,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,82.75,417.75,0.0,0,148.7,566.45,Stayed,,
0596-BQCEQ,Female,32,Yes,0,Hydesville,95547,40.557314,-124.081662,1,62,,Yes,48.58,No,Yes,Fiber Optic,13.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100.15,6283.3,0.0,0,3011.96,9295.26,Churned,Competitor,Competitor had better devices
5850-BDWCY,Female,64,No,0,Los Angeles,90045,33.954017,-118.402447,0,6,Offer E,Yes,43.18,No,No,,,,,,,,,,,Month-to-Month,No,Credit Card,20.2,123.65,0.0,0,259.08,382.73,Stayed,,
1092-WPIVQ,Female,33,Yes,1,French Gulch,96033,40.740138,-122.587476,2,18,Offer D,Yes,39.56,Yes,No,,,,,,,,,,,Two Year,No,Credit Card,25.1,428.45,14.57,0,712.08,1125.96,Stayed,,
8208-EUMTE,Male,45,No,0,Villa Park,92861,33.817473,-117.810462,0,16,,No,,,Yes,DSL,27.0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,54.85,916.15,0.0,0,0.0,916.15,Stayed,,
0068-FIGTF,Female,20,No,0,Fremont,94539,37.516791,-121.899117,0,27,Offer C,Yes,48.91,No,Yes,DSL,59.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,78.2,2078.95,0.0,0,1320.57,3399.52,Stayed,,
2386-OWURY,Female,20,No,0,Yucaipa,92399,34.04597,-117.011825,0,58,,Yes,35.55,No,Yes,Fiber Optic,73.0,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.3,5817.7,0.0,0,2061.9,7879.6,Stayed,,
8080-POTJR,Female,59,No,0,Rancho Palos Verdes,90275,33.753146,-118.367459,0,30,Offer C,Yes,6.74,Yes,Yes,DSL,18.0,Yes,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,79.3,2427.1,0.0,0,202.2,2629.3,Stayed,,
6060-DRTNL,Female,66,No,0,San Jacinto,92583,33.796568,-116.924723,0,5,,Yes,27.35,No,Yes,Fiber Optic,27.0,No,No,Yes,No,Yes,No,No,No,Month-to-Month,Yes,Credit Card,84.85,415.55,0.0,20,136.75,572.3,Churned,Competitor,Competitor had better devices
7319-VENRZ,Male,19,No,0,Rancho Santa Margarita,92688,33.624654,-117.611733,0,7,Offer E,Yes,31.84,No,Yes,Cable,58.0,No,No,Yes,Yes,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,64.3,445.95,0.0,0,222.88,668.83,Stayed,,
1455-UGQVH,Male,35,Yes,0,Acampo,95220,38.200231,-121.235034,1,10,Offer D,Yes,1.09,Yes,Yes,Fiber Optic,18.0,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,98.5,1037.75,0.0,0,10.9,1048.65,Churned,Dissatisfaction,Lack of self-service on Website
8044-BGWPI,Male,50,Yes,2,Ontario,91764,34.074087,-117.605618,8,12,Offer D,Yes,33.9,No,No,,,,,,,,,,,Month-to-Month,Yes,Bank Withdrawal,21.15,306.05,0.0,0,406.8,712.85,Stayed,,
5924-IFQTT,Male,33,Yes,2,Crescent Mills,95934,40.080342,-120.957805,4,13,,Yes,13.77,Yes,Yes,DSL,23.0,No,Yes,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,72.8,930.05,0.0,0,179.01,1109.06,Stayed,,
1087-GRUYI,Male,62,Yes,0,San Diego,92116,32.765299,-117.122565,8,38,Offer C,Yes,6.97,No,No,,,,,,,,,,,Two Year,No,Bank Withdrawal,20.4,743.5,0.0,0,264.86,1008.36,Stayed,,
1475-VWVDO,Male,55,No,0,Dos Palos,93620,37.045728,-120.630682,0,7,Offer E,Yes,34.59,No,Yes,Fiber Optic,12.0,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.9,490.55,0.0,0,242.13,732.68,Stayed,,
5647-URDKA,Male,27,Yes,1,Alturas,96101,41.468877,-120.54229,8,8,,Yes,11.57,No,No,,,,,,,,,,,Two Year,No,Credit Card,19.7,130.25,0.0,0,92.56,222.81,Stayed,,
9844-FELAJ,Female,65,Yes,2,Sacramento,95833,38.619049,-121.517552,2,70,,Yes,9.4,Yes,Yes,Fiber Optic,17.0,No,Yes,Yes,Yes,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,107.9,7475.85,0.0,20,658.0,8153.85,Stayed,,
8540-ZQGEA,Female,58,Yes,0,Playa Del Rey,90293,33.947305,-118.439841,1,54,Offer B,Yes,32.72,No,No,,,,,,,,,,,Two Year,No,Credit Card,20.05,1102.4,0.0,0,1766.88,2869.28,Stayed,,
7184-LRUUR,Female,22,No,0,Los Banos,93635,36.995162,-120.955099,0,22,,Yes,1.74,No,Yes,DSL,85.0,No,Yes,Yes,No,Yes,No,No,Yes,One Year,No,Bank Withdrawal,65.25,1441.8,0.0,0,38.28,1480.08,Stayed,,
7055-JCGNI,Female,60,No,0,Moss Beach,94038,37.515556,-122.502311,0,70,Offer A,Yes,44.57,Yes,Yes,Fiber Optic,26.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,111.95,7795.95,0.0,0,3119.9,10915.85,Stayed,,
4110-PFEUZ,Female,54,No,0,Daggett,92327,34.875144,-116.821698,0,1,Offer E,Yes,29.78,No,Yes,Fiber Optic,13.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,69.55,69.55,0.0,0,29.78,99.33,Churned,Competitor,Competitor had better devices
7064-JHXCE,Male,64,Yes,1,San Luis Obispo,93401,35.233745,-120.626442,5,62,Offer B,Yes,20.96,No,No,,,,,,,,,,,Two Year,No,Credit Card,20.05,1263.9,0.0,0,1299.52,2563.42,Stayed,,
2565-JSLRY,Male,21,No,0,Bakersfield,93306,35.449881,-118.841442,0,1,,Yes,20.26,Yes,No,,,,,,,,,,,Month-to-Month,Yes,Mailed Check,24.05,24.05,0.0,0,20.26,44.31,Churned,Price,Price too high
7508-MYBOG,Male,20,Yes,0,Patterson,95363,37.410236,-121.320337,1,14,Offer D,Yes,7.26,Yes,Yes,Fiber Optic,42.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,86.1,1235.55,0.0,0,101.64,1337.19,Churned,Competitor,Competitor had better devices
8439-LTUGF,Male,51,No,0,Lake Forest,92630,33.644849,-117.684254,0,10,Offer D,Yes,19.1,No,No,,,,,,,,,,,Month-to-Month,Yes,Credit Card,20.0,198.6,0.0,0,191.0,389.6,Stayed,,
5981-ITEMU,Male,58,Yes,0,Marshall,94940,38.129308,-122.834815,1,40,Offer B,Yes,16.33,Yes,Yes,Fiber Optic,23.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,97.1,3706.95,41.85,0,653.2,4318.3,Churned,Competitor,Competitor offered more data
8857-CUPFQ,Male,57,Yes,0,Wallace,95254,38.192608,-120.957842,9,63,Offer B,Yes,17.38,No,No,,,,,,,,,,,Two Year,No,Credit Card,19.25,1237.65,0.0,0,1094.94,2332.59,Stayed,,
2951-QOQTK,Male,28,No,0,Sacramento,95815,38.608405,-121.449942,0,4,,Yes,42.33,Yes,Yes,Fiber Optic,76.0,No,No,No,Yes,No,No,Yes,Yes,Month-to-Month,No,Credit Card,80.8,332.45,0.0,0,169.32,501.77,Churned,Competitor,Competitor offered higher download speeds
2262-SLNVK,Female,53,No,0,Birds Landing,94512,38.140719,-121.838298,0,1,,Yes,1.15,No,Yes,Fiber Optic,23.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,70.1,70.1,0.0,0,1.15,71.25,Joined,,
6152-ONASV,Female,49,Yes,0,Landers,92285,34.341737,-116.539416,4,68,Offer A,Yes,41.46,Yes,Yes,DSL,30.0,Yes,No,No,Yes,No,No,No,No,One Year,No,Bank Withdrawal,58.25,3975.7,0.0,140,2819.28,6934.98,Stayed,,
4877-EVATK,Male,30,No,0,Elk,95432,39.108252,-123.645121,0,1,,Yes,46.77,No,No,,,,,,,,,,,Month-to-Month,No,Mailed Check,20.0,20.0,0.0,0,46.77,66.77,Churned,Attitude,Attitude of service provider
3594-UVONA,Female,27,No,0,Costa Mesa,92626,33.678591,-117.905471,0,35,Offer C,Yes,8.8,Yes,Yes,Cable,46.0,Yes,No,Yes,Yes,Yes,Yes,Yes,No,One Year,Yes,Credit Card,85.95,3110.1,0.0,0,308.0,3418.1,Churned,Price,Extra data charges
5494-WOZRZ,Female,40,Yes,0,Mission Viejo,92692,33.60693,-117.644253,0,71,,Yes,38.22,No,Yes,DSL,23.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,82.0,5999.85,0.0,0,2713.62,8713.47,Stayed,,
9251-WNSOD,Female,23,Yes,0,Bakersfield,93311,35.16207,-119.194488,10,67,Offer A,Yes,4.71,Yes,Yes,DSL,58.0,Yes,Yes,Yes,No,No,Yes,Yes,Yes,One Year,No,Mailed Check,75.1,5064.45,0.0,0,315.57,5380.02,Stayed,,
2211-RMNHO,Female,36,Yes,2,Rio Nido,95471,38.522328,-122.97932,1,68,,Yes,25.16,Yes,Yes,Cable,26.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,85.3,5560.0,0.0,0,1710.88,7270.88,Stayed,,
2790-XUYMV,Male,19,No,1,Mount Hamilton,95140,37.382909,-121.634151,0,71,,Yes,31.89,Yes,Yes,Fiber Optic,30.0,Yes,Yes,No,No,No,No,No,Yes,One Year,Yes,Credit Card,85.45,6028.95,0.0,0,2264.19,8293.14,Stayed,,
6114-TCFID,Female,47,No,0,Pismo Beach,93449,35.165668,-120.655842,0,29,,No,,,Yes,Cable,28.0,Yes,Yes,No,Yes,No,No,No,Yes,One Year,No,Credit Card,39.5,1082.75,0.0,0,0.0,1082.75,Stayed,,
0811-GSDTP,Female,50,No,2,Alameda,94502,37.724817,-122.224363,0,13,,No,,,Yes,Cable,19.0,No,Yes,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,30.15,382.2,0.0,10,0.0,392.2,Stayed,,
2519-FAKOD,Male,30,No,0,Tehachapi,93561,35.073777,-118.652112,0,38,Offer C,Yes,31.27,Yes,Yes,Fiber Optic,85.0,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.25,3777.15,0.0,0,1188.26,4965.41,Churned,Competitor,Competitor had better devices
6656-GULJQ,Male,25,Yes,2,Emigrant Gap,95715,39.23754,-120.720196,4,72,,Yes,21.21,Yes,Yes,DSL,27.0,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Credit Card,83.55,6093.3,0.0,90,1527.12,7710.42,Stayed,,
6522-OIQSX,Female,60,Yes,3,Alta,95701,39.218096,-120.79153,4,69,Offer A,No,,,Yes,Cable,56.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,54.95,3772.5,0.0,0,0.0,3772.5,Stayed,,
0436-TWFFZ,Female,21,No,0,Long Beach,90805,33.864622,-118.179626,0,67,Offer A,Yes,8.71,Yes,Yes,DSL,41.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Mailed Check,85.25,5714.2,1.31,0,583.57,6296.46,Stayed,,
7825-GKXMW,Female,41,No,0,San Diego,92121,32.898613,-117.202937,0,1,Offer E,Yes,22.11,No,Yes,DSL,18.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,-9.0,45.8,0.0,10,22.11,77.91,Churned,Competitor,Competitor made better offer
8854-CCVSQ,Male,58,No,0,Browns Valley,95918,39.292334,-121.320597,0,18,,Yes,38.87,Yes,Yes,Fiber Optic,7.0,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,80.65,1451.9,0.0,30,699.66,2181.56,Churned,Competitor,Competitor offered more data
6704-UTUKK,Male,43,Yes,0,Exeter,93221,36.301689,-119.018233,3,29,,No,,,Yes,DSL,15.0,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,45.9,1332.4,0.0,20,0.0,1352.4,Stayed,,
7020-OZKXZ,Female,65,No,0,Vista,92084,33.22784,-117.200024,0,9,,Yes,24.96,No,Yes,Fiber Optic,9.0,No,No,Yes,No,No,No,No,Yes,Two Year,No,Credit Card,75.5,637.4,0.0,0,224.64,862.04,Stayed,,
9470-XCCEM,Male,41,Yes,3,Torrance,90504,33.867257,-118.330794,4,35,,Yes,48.08,Yes,Yes,Fiber Optic,53.0,No,Yes,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,89.65,3161.6,0.0,40,1682.8,4884.4,Stayed,,
5027-YOCXN,Male,23,Yes,0,Cardiff By The Sea,92007,33.015866,-117.272254,6,51,,Yes,26.73,Yes,Yes,Fiber Optic,41.0,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,110.05,5686.4,20.28,0,1363.23,7029.35,Stayed,,
4324-AHJKS,Female,42,No,0,Buttonwillow,93206,35.451402,-119.488413,0,5,,Yes,24.83,No,Yes,DSL,26.0,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Credit Card,55.8,300.4,0.0,0,124.15,424.55,Stayed,,
9728-FTTVZ,Female,44,No,0,Williams,95987,39.117537,-122.284654,0,1,,Yes,23.72,No,Yes,Fiber Optic,19.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.2,69.2,0.0,0,23.72,92.92,Churned,Dissatisfaction,Lack of self-service on Website
0178-CIIKR,Female,60,No,0,Crows Landing,95313,37.435664,-121.049056,0,3,,Yes,2.69,No,No,,,,,,,,,,,Month-to-Month,No,Credit Card,19.95,58.0,0.0,0,8.07,66.07,Joined,,
4829-AUOAX,Female,57,No,0,Los Angeles,90014,34.043144,-118.251977,0,46,,Yes,6.18,Yes,Yes,Cable,8.0,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,96.05,4399.5,0.0,80,284.28,4763.78,Churned,Price,Extra data charges
8313-NDOIA,Female,48,No,0,Green Valley Lake,92341,34.244411,-117.072654,0,24,,Yes,38.79,Yes,Yes,Fiber Optic,4.0,No,Yes,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,104.15,2494.65,0.0,40,930.96,3465.61,Stayed,,
7594-RQHXR,Female,20,No,0,Covina,91722,34.097345,-117.906736,0,1,Offer E,Yes,21.72,No,Yes,Fiber Optic,52.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,79.6,79.6,0.0,0,21.72,101.32,Churned,Other,Deceased
5712-AHQNN,Female,36,No,0,Whittier,90601,34.007353,-118.033683,0,43,,Yes,26.55,No,Yes,Fiber Optic,12.0,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,91.65,3954.1,0.0,0,1141.65,5095.75,Stayed,,
8267-KFGYD,Male,53,No,1,Alhambra,91803,34.074736,-118.145959,0,1,,Yes,10.14,No,No,,,,,,,,,,,Month-to-Month,Yes,Mailed Check,21.05,21.05,0.0,0,10.14,31.19,Joined,,
4236-XPXAV,Female,45,Yes,0,Dunnigan,95937,38.931425,-121.946081,1,5,,Yes,9.23,No,Yes,Fiber Optic,25.0,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Mailed Check,99.15,465.05,0.0,0,46.15,511.2,Churned,Other,Moved
3192-NQECA,Male,26,Yes,0,Santa Monica,90403,34.031529,-118.491156,4,68,Offer A,Yes,14.79,Yes,Yes,Fiber Optic,47.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,110.0,7611.85,0.0,0,1005.72,8617.57,Churned,Competitor,Competitor had better devices
8128-YVJRG,Female,61,No,0,Berkeley,94709,37.878554,-122.26609,0,7,,Yes,40.32,Yes,Yes,Fiber Optic,18.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,79.65,604.7,0.0,0,282.24,886.94,Churned,Attitude,Attitude of support person
7250-EQKIY,Female,47,Yes,2,Escondido,92027,33.141265,-116.967221,1,1,Offer E,Yes,9.73,No,Yes,DSL,29.0,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Mailed Check,50.45,50.45,0.0,0,9.73,60.18,Churned,Competitor,Competitor made better offer
1166-PQLGG,Female,58,Yes,1,Redwood City,94065,37.527497,-122.230941,6,72,,Yes,17.33,No,No,,,,,,,,,,,Two Year,No,Bank Withdrawal,19.55,1463.45,0.0,0,1247.76,2711.21,Stayed,,
3090-HAWSU,Male,44,No,0,Pasadena,91107,34.159007,-118.087353,0,61,,Yes,7.82,Yes,Yes,Fiber Optic,11.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,111.6,6876.05,0.0,0,477.02,7353.07,Churned,Competitor,Competitor offered more data
3001-CBHLQ,Male,76,Yes,0,Angels Camp,95222,38.071327,-120.632221,1,32,Offer C,Yes,43.51,Yes,Yes,Fiber Optic,22.0,No,No,Yes,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,104.9,3351.55,33.73,0,1392.32,4710.14,Churned,Attitude,Attitude of support person
2072-ZVJJX,Male,47,Yes,0,Sacramento,95818,38.556306,-121.495817,5,68,Offer A,Yes,22.83,Yes,No,,,,,,,,,,,Two Year,No,Bank Withdrawal,25.25,1728.2,0.0,0,1552.44,3280.64,Stayed,,
2100-BDNSN,Female,39,Yes,0,Strawberry Valley,95981,39.58458,-121.093256,1,5,,Yes,14.9,Yes,Yes,DSL,4.0,No,No,Yes,Yes,Yes,No,No,No,Month-to-Month,No,Bank Withdrawal,67.95,350.3,0.0,20,74.5,444.8,Churned,Price,Price too high
1346-PJWTK,Male,63,Yes,0,Corona,92880,33.918043,-117.617809,1,61,,Yes,17.73,No,Yes,Fiber Optic,2.0,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,94.15,5731.85,0.0,0,1081.53,6813.38,Stayed,,
4342-HFXWS,Female,19,Yes,1,Santa Monica,90401,34.015481,-118.493231,6,48,Offer B,Yes,44.66,No,Yes,DSL,27.0,Yes,No,Yes,Yes,Yes,No,No,Yes,One Year,No,Bank Withdrawal,69.7,3023.65,0.0,0,2143.68,5167.33,Stayed,,
0513-RBGPE,Male,57,Yes,0,Rancho Santa Fe,92091,32.99356,-117.207121,6,37,,Yes,4.5,Yes,Yes,DSL,9.0,Yes,No,Yes,Yes,No,No,No,Yes,Two Year,Yes,Credit Card,62.8,2278.75,16.97,0,166.5,2428.28,Stayed,,
